filename,,name,filename,original_shape,transformed_shape,params,reduction_time,accuracy,train_time,score_series
"500_0.99_(-100, 100)",79,extremely sparse JL transform,"500_0.99_(-100, 100)","(10000, 1000)","(10110, 2866)","{'ep': 0.05, 'de': 0.1}",0.354454702,0.78,1.645162492,57.74348736000001
"500_0.99_(-100, 100)",104,extremely sparse JL transform,"500_0.99_(-100, 100)","(10000, 10000)","(10110, 3949)","{'ep': 0.05, 'de': 0.05}",1.377549446,0.82,1.822622287,37.07398431999999
"500_0.99_(-100, 100)",135,extremely sparse JL transform,"500_0.99_(-100, 100)","(10000, 20000)","(10110, 410)","{'ep': 0.5, 'de': 0.1}",2.258573692,0.79,0.349114221,20.51370932666667
"500_0.99_(-100, 100)",159,extremely sparse JL transform,"500_0.99_(-100, 100)","(20000, 1000)","(20110, 1528)","{'ep': 0.1, 'de': 0.1}",0.473637071,0.79,0.933321984,61.54112798000001
"500_0.99_(-100, 100)",182,extremely sparse JL transform,"500_0.99_(-100, 100)","(20000, 10000)","(20110, 4202)","{'ep': 0.05, 'de': 0.05}",2.863807176,0.82,4.275541199,24.71598954666666
"500_0.99_(-100, 100)",214,extremely sparse JL transform,"500_0.99_(-100, 100)","(20000, 20000)","(20110, 251)","{'ep': 0.9, 'de': 0.05}",5.236215284,0.79,0.391975302,10.256854663333336
"500_0.99_(-1000, 1000)",0,extremely sparse JL transform,"500_0.99_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.017836245,1.0,0.572444707,200.0
"500_0.99_(-1000, 1000)",26,extremely sparse JL transform,"500_0.99_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.137661676,1.0,0.559479269,200.0
"500_0.99_(-1000, 1000)",52,extremely sparse JL transform,"500_0.99_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.249467862,1.0,0.601656369,200.0
"500_0.99_(-1000, 1000)",81,extremely sparse JL transform,"500_0.99_(-1000, 1000)","(10000, 1000)","(10110, 1433)","{'ep': 0.1, 'de': 0.1}",0.22516798,1.0,0.698178597,200.0
"500_0.99_(-1000, 1000)",116,sparse JL transform,"500_0.99_(-1000, 1000)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.941245024,1.0,0.240954457,200.0
"500_0.99_(-1000, 1000)",153,JL transform,"500_0.99_(-1000, 1000)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.952113113,1.0,0.224626433,200.0
"500_0.99_(-1000, 1000)",166,sparse JL transform,"500_0.99_(-1000, 1000)","(20000, 1000)","(20110, 100)","{'ep': 0.1, 'de': 0.05}",0.108001787,0.99,0.229888106,190.19800998
"500_0.99_(-1000, 1000)",197,sparse JL transform,"500_0.99_(-1000, 1000)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.930337145,1.0,0.204953573,200.0
"500_0.99_(-1000, 1000)",231,JL transform,"500_0.99_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.820598624,0.97,0.188538576,85.87340257
"500_0.99_(-500, 500)",24,PCA,"500_0.99_(-500, 500)","(1000, 1000)","(1110, 11)","{'n_components': 11, 'svd_solver': 'auto'}",0.169943472,0.88,0.166877056,105.54638336
"500_0.99_(-500, 500)",35,sparse JL transform,"500_0.99_(-500, 500)","(1000, 10000)","(1110, 1000)","{'ep': 0.05, 'de': 0.1}",0.705131878,1.0,0.296084946,200.0
"500_0.99_(-500, 500)",64,sparse JL transform,"500_0.99_(-500, 500)","(1000, 20000)","(1110, 287)","{'ep': 0.5, 'de': 0.05}",0.385935852,1.0,0.211233747,200.0
"500_0.99_(-500, 500)",88,sparse JL transform,"500_0.99_(-500, 500)","(10000, 1000)","(10110, 100)","{'ep': 0.1, 'de': 0.05}",0.054982173,0.74,0.272462587,44.38013247999999
"500_0.99_(-500, 500)",126,JL transform,"500_0.99_(-500, 500)","(10000, 10000)","(10110, 88)","{'ep': 0.9, 'de': 0.05}",0.638029706,0.99,0.303085302,190.19800998
"500_0.99_(-500, 500)",153,JL transform,"500_0.99_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.952270275,0.89,0.195918185,111.68118898000002
"500_0.99_(-500, 500)",178,JL transform,"500_0.99_(-500, 500)","(20000, 1000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",0.155351053,0.87,0.287152976,99.68418414
"500_0.99_(-500, 500)",203,JL transform,"500_0.99_(-500, 500)","(20000, 10000)","(20110, 221)","{'ep': 0.5, 'de': 0.1}",1.495832936,1.0,0.363154698,100.0
"500_0.99_(-500, 500)",222,sparse JL transform,"500_0.99_(-500, 500)","(20000, 20000)","(20110, 88)","{'ep': 0.9, 'de': 0.05}",2.197578993,0.97,0.438957428,57.248935046666666
"500_0_(-100, 100)",0,extremely sparse JL transform,"500_0_(-100, 100)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.031170188,0.53,0.539357393,8.363909860000001
"500_0_(-100, 100)",27,extremely sparse JL transform,"500_0_(-100, 100)","(1000, 10000)","(1110, 3007)","{'ep': 0.05, 'de': 0.1}",0.116350079,0.93,0.710265903,139.13767386000004
"500_0_(-100, 100)",76,PCA,"500_0_(-100, 100)","(1000, 20000)","(1110, 11)","{'n_components': 11, 'svd_solver': 'auto'}",3.190225098,1.0,0.202280115,50.0
"500_0_(-100, 100)",102,PCA,"500_0_(-100, 100)","(10000, 1000)","(10110, 101)","{'n_components': 101, 'svd_solver': 'auto'}",1.649474619,0.87,0.316158557,49.84209207
"500_0_(-100, 100)",104,extremely sparse JL transform,"500_0_(-100, 100)","(10000, 10000)","(10110, 3949)","{'ep': 0.05, 'de': 0.05}",1.380133871,0.99,2.889555019,95.09900499
"500_0_(-100, 100)",130,extremely sparse JL transform,"500_0_(-100, 100)","(10000, 20000)","(10110, 4246)","{'ep': 0.05, 'de': 0.05}",2.531148397,1.0,2.653657733,66.66666666666667
"500_0_(-100, 100)",180,PCA,"500_0_(-100, 100)","(20000, 1000)","(20110, 201)","{'n_components': 201, 'svd_solver': 'auto'}",3.819766575,0.83,0.423121496,19.695203214999996
"500_0_(-100, 100)",183,extremely sparse JL transform,"500_0_(-100, 100)","(20000, 10000)","(20110, 4074)","{'ep': 0.05, 'de': 0.1}",2.90200721,1.0,3.59627422,66.66666666666667
"500_0_(-100, 100)",235,extremely sparse JL transform,"500_0_(-100, 100)","(20000, 20000)","(20110, 4381)","{'ep': 0.05, 'de': 0.1}",4.798740981,1.0,3.320520448,40.0
"500_0_(-1000, 1000)",0,extremely sparse JL transform,"500_0_(-1000, 1000)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.016594855,1.0,0.595309225,200.0
"500_0_(-1000, 1000)",26,extremely sparse JL transform,"500_0_(-1000, 1000)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.122539773,1.0,0.726361856,200.0
"500_0_(-1000, 1000)",52,extremely sparse JL transform,"500_0_(-1000, 1000)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.244594255,1.0,0.791685561,200.0
"500_0_(-1000, 1000)",78,extremely sparse JL transform,"500_0_(-1000, 1000)","(10000, 1000)","(10110, 2961)","{'ep': 0.05, 'de': 0.05}",0.329014684,1.0,1.606594716,200.0
"500_0_(-1000, 1000)",117,sparse JL transform,"500_0_(-1000, 1000)","(10000, 10000)","(10110, 221)","{'ep': 0.5, 'de': 0.1}",0.761589205,1.0,0.326517195,200.0
"500_0_(-1000, 1000)",142,sparse JL transform,"500_0_(-1000, 1000)","(10000, 20000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",1.863303718,1.0,0.276449413,100.0
"500_0_(-1000, 1000)",156,extremely sparse JL transform,"500_0_(-1000, 1000)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.707800604,1.0,2.316967627,200.0
"500_0_(-1000, 1000)",197,sparse JL transform,"500_0_(-1000, 1000)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.938322259,1.0,0.228592447,200.0
"500_0_(-1000, 1000)",231,JL transform,"500_0_(-1000, 1000)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.916562083,1.0,0.384137044,100.0
"500_0_(-500, 500)",0,extremely sparse JL transform,"500_0_(-500, 500)","(1000, 1000)","(1110, 2351)","{'ep': 0.05, 'de': 0.05}",0.021871045,1.0,0.502448701,200.0
"500_0_(-500, 500)",26,extremely sparse JL transform,"500_0_(-500, 500)","(1000, 10000)","(1110, 3135)","{'ep': 0.05, 'de': 0.05}",0.142388895,1.0,0.731034993,200.0
"500_0_(-500, 500)",52,extremely sparse JL transform,"500_0_(-500, 500)","(1000, 20000)","(1110, 3371)","{'ep': 0.05, 'de': 0.05}",0.236056684,1.0,0.871224807,200.0
"500_0_(-500, 500)",79,extremely sparse JL transform,"500_0_(-500, 500)","(10000, 1000)","(10110, 2866)","{'ep': 0.05, 'de': 0.1}",0.313495491,1.0,1.434820722,200.0
"500_0_(-500, 500)",116,sparse JL transform,"500_0_(-500, 500)","(10000, 10000)","(10110, 287)","{'ep': 0.5, 'de': 0.05}",0.879083936,1.0,0.275562181,200.0
"500_0_(-500, 500)",145,sparse JL transform,"500_0_(-500, 500)","(10000, 20000)","(10110, 68)","{'ep': 0.9, 'de': 0.1}",0.974156904,0.9,0.281784848,118.09800000000001
"500_0_(-500, 500)",156,extremely sparse JL transform,"500_0_(-500, 500)","(20000, 1000)","(20110, 3151)","{'ep': 0.05, 'de': 0.05}",0.688827969,1.0,2.663622194,200.0
"500_0_(-500, 500)",197,sparse JL transform,"500_0_(-500, 500)","(20000, 10000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",0.917972054,0.98,0.267322846,180.78415936
"500_0_(-500, 500)",231,JL transform,"500_0_(-500, 500)","(20000, 20000)","(20110, 68)","{'ep': 0.9, 'de': 0.1}",1.733602455,1.0,0.281216013,100.0
